BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;FLOOR_2;SLANT_B_L;NONE;TREASURE_200;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;FLOOR_2;FLOOR_2;SLANT_B_L;NONE;NONE;SLANT_T_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;CEILING_2;CEILING_1;CEILING_2;CEILING_1;CEILING_1;SLANT_T_L;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;CEILING_1;CEILING_2;CEILING_1;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;TREASURE_100;WALL_R;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_B_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;CEILING_2;BG;SLANT_B_L;NONE;NONE;NONE;NONE;FISH;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;WALL_L;NONE;SLANT_T_R;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;CEILING_2;CEILING_1;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SMOKER;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;JELLYFISH;NONE;NONE;NONE;NONE;NONE;SLANT_B_R;FLOOR_2;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_1;FLOOR_1;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_T_R;CEILING_1;CEILING_1;CEILING_2;CEILING_1;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;FISH;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;TREASURE_250;NONE;SLANT_B_R;SLANT_B_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;TREASURE_350;WALL_R;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;FLOOR_1;FLOOR_2;FLOOR_1;BG;WALL_L;NONE;NONE;SLANT_B_R;FLOOR_1;SLANT_B_L;NONE;NONE;NONE;FLOOR_1;FLOOR_2;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;WALL_L;NONE;NONE;SLANT_T_R;CEILING_1;SLANT_T_L;NONE;FISH;SLANT_B_R;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;CEILING_2;CEILING_2;CEILING_1;CEILING_1;SLANT_T_L;NONE;NONE;NONE;NONE;TREASURE_300;NONE;SLANT_B_R;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_B_R;FLOOR_2;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;WALL_L;EXIT;NONE;SMOKER;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;FLOOR_1;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_2;FLOOR_1;FLOOR_2;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;
