BG;BG;BG;BG;BG;BG;BG;BG;BG;WALL_L;NONE;NONE;SLANT_T_R;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_B_R;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_2;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SLANT_T_R;CEILING_2;CEILING_1;CEILING_2;CEILING_2;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;SLANT_B_R;SLANT_B_L;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;FISH;NONE;SLANT_T_R;SLANT_T_L;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;WALL_L;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;WALL_L;TREASURE_500;SMOKER;NONE;NONE;NONE;NONE;NONE;NONE;NONE;NONE;SMOKER;NONE;NONE;EXIT;WALL_R;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;FLOOR_1;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_1;FLOOR_2;FLOOR_1;FLOOR_2;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;BG;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
